,main_level,main_level_tag,sub_level,sub_level_tag,problem_idx,problem_comment,input_comment,output_comment,sample_data,chatGPT_output_code
10,25,그리디 알고리즘,1,동전 0,11047,"준규가 가지고 있는 동전은 총 N종류이고, 각각의 동전을 매우 많이 가지고 있다.","첫째 줄에 N과 K가 주어진다. (1 ≤ N ≤ 10, 1 ≤ K ≤ 100,000,000)",첫째 줄에 K원을 만드는데 필요한 동전 개수의 최솟값을 출력한다.,"[['10 4200\n1\n5\n10\n50\n100\n500\n1000\n5000\n10000\n50000', '6'], ['10 4790\n1\n5\n10\n50\n100\n500\n1000\n5000\n10000\n50000', '12']]","#include <stdio.h>

int main(){
    int n, k, i;
    int coin[10];
    int count = 0;
    scanf(""%d %d"", &n, &k);
    for(i=0;i<n;i++){
        scanf(""%d"", &coin[i]);
    }
    for(i=n-1;i>=0;i--){
        count += k/coin[i];
        k %= coin[i];
    }
    printf(""%d"", count);
    return 0;
}"
11,25,그리디 알고리즘,3,ATM,11399,"인하은행에는 ATM이 1대밖에 없다. 지금 이 ATM앞에 N명의 사람들이 줄을 서있다. 사람은 1번부터 N번까지 번호가 매겨져 있으며, i번 사람이 돈을 인출하는데 걸리는 시간은 Pi분이다.","첫째 줄에 사람의 수 N(1 ≤ N ≤ 1,000)이 주어진다. 둘째 줄에는 각 사람이 돈을 인출하는데 걸리는 시간 Pi가 주어진다. (1 ≤ Pi ≤ 1,000)",첫째 줄에 각 사람이 돈을 인출하는데 필요한 시간의 합의 최솟값을 출력한다.,"[['5\n3 1 4 3 2', '32']]","#include <stdio.h>

void quickSort(int arr[], int left, int right); // 퀵 정렬 함수 선언

int main() {
    int n, sum = 0;
    scanf(""%d"", &n); // 사람 수 입력
    int p[n]; // 사람별 인출 시간을 저장하는 배열
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &p[i]); // 각 사람의 인출 시간 입력
    }
    quickSort(p, 0, n-1); // 퀵 정렬로 오름차순 정렬
    for (int i = 0; i < n; i++) {
        sum += p[i]*(n-i); // 각 사람의 인출 시간과 대기 시간을 곱해서 합산
    }
    printf(""%d"", sum); // 결과 출력
    return 0;
}

void quickSort(int arr[], int left, int right) { // 퀵 정렬 함수 구현
    int i = left, j = right;
    int pivot = arr[(left+right)/2];
    while (i <= j) {
        while (arr[i] < pivot) {
            i++;
        }
        while (arr[j] > pivot) {
            j--;
        }
        if (i <= j) {
            int temp = arr[i];
            arr[i] = arr[j];
            arr[j] = temp;
            i++;
            j--;
        }
    }
    if (left < j) {
        quickSort(arr, left, j);
    }
    if (i < right) {
        quickSort(arr, i, right);
    }
}"
12,27,이분 탐색,3,랜선 자르기,1654,집에서 시간을 보내던 오영식은 박성원의 부름을 받고 급히 달려왔다. 박성원이 캠프 때 쓸 N개의 랜선을 만들어야 하는데 너무 바빠서 영식이에게 도움을 청했다.,"첫째 줄에는 오영식이 이미 가지고 있는 랜선의 개수 K, 그리고 필요한 랜선의 개수 N이 입력된다. K는 1이상 10,000이하의 정수이고, N은 1이상 1,000,000이하의 정수이다. 그리고 항상 K ≦ N 이다. 그 후 K줄에 걸쳐 이미 가지고 있는 각 랜선의 길이가 센티미터 단위의 정수로 입력된다. 랜선의 길이는 231-1보다 작거나 같은 자연수이다.",첫째 줄에 N개를 만들 수 있는 랜선의 최대 길이를 센티미터 단위의 정수로 출력한다.,"[['4 11\n802\n743\n457\n539', '200']]","#include <stdio.h>
#define ll long long // 64비트 정수형을 위해 long long으로 정의

int k, n;
ll lan[10001];

int main() {
    scanf(""%d %d"", &k, &n);
    for (int i = 0; i < k; i++) {
        scanf(""%lld"", &lan[i]); // lan은 long long형 배열
    }

    ll left = 1, right = (1LL << 31) - 1; // 이분 탐색을 위한 left, right 설정
    while (left <= right) { // 이분 탐색 시작
        ll mid = (left + right) / 2;
        int cnt = 0;
        for (int i = 0; i < k; i++) {
            cnt += lan[i] / mid; // mid 길이로 만들 수 있는 랜선 개수 누적
        }
        if (cnt >= n) { // n개 이상 만들 수 있는 경우
            left = mid + 1; // mid를 키워서 최대 길이를 구하기 위해 left 업데이트
        }
        else { // n개 이상 만들 수 없는 경우
            right = mid - 1; // mid를 줄여서 최대 길이를 구하기 위해 right 업데이트
        }
    }

    printf(""%lld"", right); // 최대 길이인 right 출력
    return 0;
}"
13,27,이분 탐색,5,공유기 설치,2110,"도현이의 집 N개가 수직선 위에 있다. 각각의 집의 좌표는 x1, ..., xN이고, 집 여러개가 같은 좌표를 가지는 일은 없다.","첫째 줄에 집의 개수 N (2 ≤ N ≤ 200,000)과 공유기의 개수 C (2 ≤ C ≤ N)이 하나 이상의 빈 칸을 사이에 두고 주어진다. 둘째 줄부터 N개의 줄에는 집의 좌표를 나타내는 xi (0 ≤ xi ≤ 1,000,000,000)가 한 줄에 하나씩 주어진다.",첫째 줄에 가장 인접한 두 공유기 사이의 최대 거리를 출력한다.,"[['5 3\n1\n2\n8\n4\n9', '3']]","#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>

int cmp(const void *a, const void *b) {
    return *(int*)a - *(int*)b;
}

bool is_possible(int dist, int* house, int n, int c) {
    int cnt = 1;
    int prev = house[0];
    for (int i = 1; i < n; i++) {
        if (house[i] - prev >= dist) {
            cnt++;
            prev = house[i];
        }
    }
    return cnt >= c;
}

int main() {
    int n, c;
    scanf(""%d %d"", &n, &c);
    int house[n];
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &house[i]);
    }
    qsort(house, n, sizeof(int), cmp);
    int left = 1, right = house[n-1] - house[0], ans = 0;
    while (left <= right) {
        int mid = (left + right) / 2;
        if (is_possible(mid, house, n, c)) {
            ans = mid;
            left = mid + 1;
        }
        else {
            right = mid - 1;
        }
    }
    printf(""%d"", ans);
    return 0;
}"
14,29,동적 계획법 2,5,동전 1,2293,"n가지 종류의 동전이 있다. 각각의 동전이 나타내는 가치는 다르다. 이 동전을 적당히 사용해서, 그 가치의 합이 k원이 되도록 하고 싶다. 그 경우의 수를 구하시오. 각각의 동전은 몇 개라도 사용할 수 있다.","첫째 줄에 n, k가 주어진다. (1 ≤ n ≤ 100, 1 ≤ k ≤ 10,000) 다음 n개의 줄에는 각각의 동전의 가치가 주어진다. 동전의 가치는 100,000보다 작거나 같은 자연수이다.",첫째 줄에 경우의 수를 출력한다. 경우의 수는 231보다 작다.,"[['3 10\n1\n2\n5', '10']]","#include <stdio.h>
#define MAX_N 100
#define MAX_K 10000

int n, k;
int coin[MAX_N+1];
int dp[MAX_K+1];

int main() {
    scanf(""%d %d"", &n, &k);
    for (int i = 1; i <= n; i++) {
        scanf(""%d"", &coin[i]);
    }

    dp[0] = 1;

    for (int i = 1; i <= n; i++) {
        for (int j = coin[i]; j <= k; j++) {
            dp[j] += dp[j - coin[i]];
        }
    }

    printf(""%d"", dp[k]);

    return 0;
}"
15,31,그래프와 순회,5,바이러스,2606,신종 바이러스인 웜 바이러스는 네트워크를 통해 전파된다. 한 컴퓨터가 웜 바이러스에 걸리면 그 컴퓨터와 네트워크 상에서 연결되어 있는 모든 컴퓨터는 웜 바이러스에 걸리게 된다.,첫째 줄에는 컴퓨터의 수가 주어진다. 컴퓨터의 수는 100 이하이고 각 컴퓨터에는 1번 부터 차례대로 번호가 매겨진다. 둘째 줄에는 네트워크 상에서 직접 연결되어 있는 컴퓨터 쌍의 수가 주어진다. 이어서 그 수만큼 한 줄에 한 쌍씩 네트워크 상에서 직접 연결되어 있는 컴퓨터의 번호 쌍이 주어진다.,"1번 컴퓨터가 웜 바이러스에 걸렸을 때, 1번 컴퓨터를 통해 웜 바이러스에 걸리게 되는 컴퓨터의 수를 첫째 줄에 출력한다.","[['7\n6\n1 2\n2 3\n1 5\n5 2\n5 6\n4 7', '4']]","#include <stdio.h>

#define MAX_N 100 // 최대 컴퓨터 수
#define MAX_M 10000 // 최대 연결 수

int graph[MAX_N+1][MAX_N+1]; // 그래프
int visited[MAX_N+1]; // 방문 여부
int n, m; // 컴퓨터 수, 연결 수

void dfs(int v) { // 깊이 우선 탐색
    visited[v] = 1; // 현재 노드 방문 처리
    for (int i = 1; i <= n; i++) { // 모든 노드에 대해
        if (graph[v][i] && !visited[i]) { // 연결되어 있고, 방문하지 않은 노드이면
            dfs(i); // 해당 노드에서 dfs 탐색 계속
        }
    }
}

int main() {
    scanf(""%d %d"", &n, &m);
    for (int i = 0; i < m; i++) {
        int a, b;
        scanf(""%d %d"", &a, &b);
        graph[a][b] = 1; // 양방향 연결 처리
        graph[b][a] = 1;
    }
    dfs(1); // 1번 노드에서부터 dfs 탐색 시작
    int count = 0;
    for (int i = 1; i <= n; i++) { // 방문한 노드 수 세기
        if (visited[i]) count++;
    }
    printf(""%d\n"", count-1); // 1번 노드는 제외하고 출력
    return 0;
}"
16,31,그래프와 순회,7,단지번호붙이기,2667,"<그림 1>과 같이 정사각형 모양의 지도가 있다. 1은 집이 있는 곳을, 0은 집이 없는 곳을 나타낸다. 철수는 이 지도를 가지고 연결된 집의 모임인 단지를 정의하고, 단지에 번호를 붙이려 한다. 여기서 연결되었다는 것은 어떤 집이 좌우, 혹은 아래위로 다른 집이 있는 경우를 말한다. 대각선상에 집이 있는 경우는 연결된 것이 아니다. <그림 2>는 <그림 1>을 단지별로 번호를 붙인 것이다. 지도를 입력하여 단지수를 출력하고, 각 단지에 속하는 집의 수를 오름차순으로 정렬하여 출력하는 프로그램을 작성하시오.","첫 번째 줄에는 지도의 크기 N(정사각형이므로 가로와 세로의 크기는 같으며 5≤N≤25)이 입력되고, 그 다음 N줄에는 각각 N개의 자료(0혹은 1)가 입력된다.",첫 번째 줄에는 총 단지수를 출력하시오. 그리고 각 단지내 집의 수를 오름차순으로 정렬하여 한 줄에 하나씩 출력하시오.,"[['7\n0110100\n0110101\n1110101\n0000111\n0100000\n0111110\n0111000', '3\n7\n8\n9']]","#include <stdio.h>

#define MAX_N 25

int n;
int map[MAX_N][MAX_N];
int visited[MAX_N][MAX_N];
int cnt; // 총 단지수
int house_cnt[MAX_N*MAX_N]; // 각 단지내 집의 수
int house_num; // 현재 단지내 집의 수

void DFS(int r, int c) {
    visited[r][c] = 1; // 방문체크
    house_num++; // 현재 단지내 집 수 증가

    // 인접한 집들을 확인하면서 DFS
    if(r-1 >= 0 && map[r-1][c] == 1 && visited[r-1][c] == 0) DFS(r-1, c); // 위
    if(r+1 < n && map[r+1][c] == 1 && visited[r+1][c] == 0) DFS(r+1, c); // 아래
    if(c-1 >= 0 && map[r][c-1] == 1 && visited[r][c-1] == 0) DFS(r, c-1); // 왼쪽
    if(c+1 < n && map[r][c+1] == 1 && visited[r][c+1] == 0) DFS(r, c+1); // 오른쪽
}

int main() {
    // 입력 받기
    scanf(""%d"", &n);
    for(int i=0; i<n; i++) {
        for(int j=0; j<n; j++) {
            scanf(""%1d"", &map[i][j]); // %1d를 사용하여 개행문자 없이 하나씩 입력받음
        }
    }

    // 모든 좌표에 대해 DFS 시작
    for(int i=0; i<n; i++) {
        for(int j=0; j<n; j++) {
            if(map[i][j] == 1 && visited[i][j] == 0) { // 집이 있고, 아직 방문하지 않은 경우
                house_num = 0; // 현재 단지내 집의 수 초기화
                DFS(i, j); // DFS 탐색
                house_cnt[cnt] = house_num; // 현재 단지내 집의 수를 저장
                cnt++; // 총 단지수 증가
            }
        }
    }

    // 정렬하여 출력
    printf(""%d\n"", cnt);
    for(int i=0; i<cnt; i++) {
        for(int j=i+1; j<cnt; j++) {
            if(house_cnt[i] > house_cnt[j]) {
                int temp = house_cnt[i];
                house_cnt[i] = house_cnt[j];
                house_cnt[j] = temp;
            }
        }
        printf(""%d\n"", house_cnt[i]);
    }

    return 0;
}"
17,31,그래프와 순회,9,미로 탐색,2178,N×M크기의 배열로 표현되는 미로가 있다.,"첫째 줄에 두 정수 N, M(2 ≤ N, M ≤ 100)이 주어진다. 다음 N개의 줄에는 M개의 정수로 미로가 주어진다. 각각의 수들은 붙어서 입력으로 주어진다.",첫째 줄에 지나야 하는 최소의 칸 수를 출력한다. 항상 도착위치로 이동할 수 있는 경우만 입력으로 주어진다.,"[['4 6\n101111\n101010\n101011\n111011', '15'], ['4 6\n110110\n110110\n111111\n111101', '9'], ['2 25\n1011101110111011101110111\n1110111011101110111011101', '38'], ['7 7\n1011111\n1110001\n1000001\n1000001\n1000001\n1000001\n1111111', '13']]","#include <stdio.h>
#include <stdlib.h>

int main() {
    int n, m;
    scanf(""%d %d"", &n, &m);

    // 미로를 저장할 2차원 배열 생성
    int arr[n][m];

    // 미로 입력 받기
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < m; j++) {
            scanf(""%1d"", &arr[i][j]); // 한 자리씩 입력 받음
        }
    }

    // BFS 알고리즘을 위한 큐 생성
    int queue[n * m][2];
    int front = 0, rear = 0;

    // 시작점 (0, 0)을 큐에 삽입
    queue[rear][0] = 0; 
    queue[rear][1] = 0;
    rear++;

    // 이동할 네 방향 (상, 하, 좌, 우)
    int dx[] = {-1, 1, 0, 0};
    int dy[] = {0, 0, -1, 1};

    // BFS 알고리즘 실행
    while (front != rear) { // 큐가 비어있지 않은 동안
        int x = queue[front][0];
        int y = queue[front][1];
        front++;

        for (int i = 0; i < 4; i++) { // 네 방향 탐색
            int nx = x + dx[i];
            int ny = y + dy[i];

            if (nx >= 0 && nx < n && ny >= 0 && ny < m && arr[nx][ny] == 1) { // 범위를 벗어나지 않고, 이동 가능한 경우
                arr[nx][ny] = arr[x][y] + 1; // 최단 거리 갱신
                queue[rear][0] = nx;
                queue[rear][1] = ny;
                rear++;
            }
        }
    }

    // 도착점의 최단 거리 출력
    printf(""%d"", arr[n-1][m-1]);

    return 0;
}"
18,33,투 포인터,3,부분합,1806,"10,000 이하의 자연수로 이루어진 길이 N짜리 수열이 주어진다. 이 수열에서 연속된 수들의 부분합 중에 그 합이 S 이상이 되는 것 중, 가장 짧은 것의 길이를 구하는 프로그램을 작성하시오.","첫째 줄에 N (10 ≤ N < 100,000)과 S (0 < S ≤ 100,000,000)가 주어진다. 둘째 줄에는 수열이 주어진다. 수열의 각 원소는 공백으로 구분되어져 있으며, 10,000이하의 자연수이다.",첫째 줄에 구하고자 하는 최소의 길이를 출력한다. 만일 그러한 합을 만드는 것이 불가능하다면 0을 출력하면 된다.,"[['10 15\n5 1 3 5 10 7 4 9 2 8', '2']]","#include <stdio.h>

int n, s;
int arr[100000];

int main() {
    scanf(""%d %d"", &n, &s);
    for (int i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]);
    }

    int start = 0, end = 0;
    int sum = arr[0];
    int ans = 100001;

    while (start <= end && end < n) {
        if (sum < s) {
            end++;
            sum += arr[end];
        } else if (sum >= s) {
            if (end - start + 1 < ans) {
                ans = end - start + 1;
            }
            sum -= arr[start];
            start++;
        }
    }

    if (ans == 100001) {
        printf(""0\n"");
    } else {
        printf(""%d\n"", ans);
    }

    return 0;
}"
19,35,트리,1,트리의 부모 찾기,11725,"루트 없는 트리가 주어진다. 이때, 트리의 루트를 1이라고 정했을 때, 각 노드의 부모를 구하는 프로그램을 작성하시오.","첫째 줄에 노드의 개수 N (2 ≤ N ≤ 100,000)이 주어진다. 둘째 줄부터 N-1개의 줄에 트리 상에서 연결된 두 정점이 주어진다.",첫째 줄부터 N-1개의 줄에 각 노드의 부모 노드 번호를 2번 노드부터 순서대로 출력한다.,"[['7\n1 6\n6 3\n3 5\n4 1\n2 4\n4 7', '4\n6\n1\n3\n1\n4'], ['12\n1 2\n1 3\n2 4\n3 5\n3 6\n4 7\n4 8\n5 9\n5 10\n6 11\n6 12', '1\n1\n2\n3\n3\n4\n4\n5\n5\n6\n6']]","#include <stdio.h>
#include <vector>

using namespace std;

vector<int> tree[100001];
int parent[100001];

void dfs(int cur, int prev) {
    parent[cur] = prev; // 현재 노드의 부모 노드 저장
    for(int i=0; i<tree[cur].size(); i++) { // 현재 노드와 연결된 자식 노드들에 대해
        int next = tree[cur][i];
        if(next != prev) { // 부모 노드가 아니면(이미 저장한 노드가 아니면) 탐색
            dfs(next, cur);
        }
    }
}

int main() {
    int n;
    scanf(""%d"", &n);

    for(int i=0; i<n-1; i++) { // 연결 정보 입력받아 저장
        int a, b;
        scanf(""%d %d"", &a, &b);
        tree[a].push_back(b);
        tree[b].push_back(a);
    }

    dfs(1, 0); // 루트 노드인 1부터 dfs 탐색

    for(int i=2; i<=n; i++) { // 부모 노드 출력
        printf(""%d\n"", parent[i]);
    }

    return 0;
}"
20,18,심화 2,1,약수,1037,"양수 A가 N의 진짜 약수가 되려면, N이 A의 배수이고, A가 1과 N이 아니어야 한다. 어떤 수 N의 진짜 약수가 모두 주어질 때, N을 구하는 프로그램을 작성하시오.","첫째 줄에 N의 진짜 약수의 개수가 주어진다. 이 개수는 50보다 작거나 같은 자연수이다. 둘째 줄에는 N의 진짜 약수가 주어진다. 1,000,000보다 작거나 같고, 2보다 크거나 같은 자연수이고, 중복되지 않는다.",첫째 줄에 N을 출력한다. N은 항상 32비트 부호있는 정수로 표현할 수 있다.,"[['2\n4 2', '8'], ['1\n2', '4'], ['6\n3 4 2 12 6 8', '24'], ['14\n14 26456 2 28 13228 3307 7 23149 8 6614 46298 56 4 92596', '185192']]","#include<stdio.h>

int main(){
    int n;
    scanf(""%d"", &n);
    int factor[n];
    for(int i=0;i<n;i++){
        scanf(""%d"", &factor[i]);
    }
    int max=factor[0], min=factor[0];
    for(int i=1;i<n;i++){
        if(factor[i]>max) max=factor[i];
        if(factor[i]<min) min=factor[i];
    }
    printf(""%d"", max*min);
    return 0;
}"
21,22,백트래킹,1,N과 M (1),15649,"자연수 N과 M이 주어졌을 때, 아래 조건을 만족하는 길이가 M인 수열을 모두 구하는 프로그램을 작성하시오.",첫째 줄에 자연수 N과 M이 주어진다. (1 ≤ M ≤ N ≤ 8),"한 줄에 하나씩 문제의 조건을 만족하는 수열을 출력한다. 중복되는 수열을 여러 번 출력하면 안되며, 각 수열은 공백으로 구분해서 출력해야 한다.","[['3 1', '1\n2\n3'], ['4 2', '1 2\n1 3\n1 4\n2 1\n2 3\n2 4\n3 1\n3 2\n3 4\n4 1\n4 2\n4 3'], ['4 4', '1 2 3 4\n1 2 4 3\n1 3 2 4\n1 3 4 2\n1 4 2 3\n1 4 3 2\n2 1 3 4\n2 1 4 3\n2 3 1 4\n2 3 4 1\n2 4 1 3\n2 4 3 1\n3 1 2 4\n3 1 4 2\n3 2 1 4\n3 2 4 1\n3 4 1 2\n3 4 2 1\n4 1 2 3\n4 1 3 2\n4 2 1 3\n4 2 3 1\n4 3 1 2\n4 3 2 1']]","#define _CRT_SECURE_NO_WARNINGS
#include <stdio.h>

int visited[10];
int arr[10];

void dfs(int cnt, int n, int m) {
    if (cnt == m) {
        for (int i = 0; i < m; i++) {
            printf(""%d "", arr[i]);
        }
        printf(""\n"");
        return;
    }
    for (int i = 1; i <= n; i++) {
        if (!visited[i]) {
            visited[i] = 1;
            arr[cnt] = i;
            dfs(cnt + 1, n, m);
            visited[i] = 0;
        }
    }
}

int main() {
    int n, m;
    scanf(""%d %d"", &n, &m);
    dfs(0, n, m);
    return 0;
}"
22,22,백트래킹,5,N-Queen,9663,N-Queen 문제는 크기가 N × N인 체스판 위에 퀸 N개를 서로 공격할 수 없게 놓는 문제이다.,첫째 줄에 N이 주어진다. (1 ≤ N < 15),첫째 줄에 퀸 N개를 서로 공격할 수 없게 놓는 경우의 수를 출력한다.,"[['8', '92']]","#include <stdio.h>
#include <stdbool.h>

int n; // 체스판 크기
int count; // 퀸을 놓는 경우의 수
int col[15]; // 각 행에 놓인 퀸의 열 번호 저장

// 퀸을 놓을 수 있는지 검사하는 함수
bool check(int row, int col_num) {
    for (int i = 0; i < row; i++) {
        if (col[i] == col_num // 같은 열에 놓여 있는 경우
            || row - i == col_num - col[i] // 대각선 상에 놓여 있는 경우
            || row - i == col[i] - col_num) // 대각선 상에 놓여 있는 경우
            return false; // 놓을 수 없음
    }
    return true; // 놓을 수 있음
}

// 퀸을 놓는 함수
void queen(int row) {
    if (row == n) {
        count++; // 경우의 수 증가
        return;
    }
    for (int i = 0; i < n; i++) {
        if (check(row, i)) { // 퀸을 놓을 수 있는 경우
            col[row] = i; // 해당 행에 퀸을 놓음
            queen(row + 1); // 다음 행에 퀸을 놓음
        }
    }
}

int main() {
    scanf(""%d"", &n);
    queen(0); // 0번째 행부터 시작
    printf(""%d"", count);
    return 0;
}"
23,22,백트래킹,7,연산자 끼워넣기,14888,"N개의 수로 이루어진 수열 A1, A2, ..., AN이 주어진다. 또, 수와 수 사이에 끼워넣을 수 있는 N-1개의 연산자가 주어진다. 연산자는 덧셈(+), 뺄셈(-), 곱셈(×), 나눗셈(÷)으로만 이루어져 있다.","첫째 줄에 수의 개수 N(2 ≤ N ≤ 11)가 주어진다. 둘째 줄에는 A1, A2, ..., AN이 주어진다. (1 ≤ Ai ≤ 100) 셋째 줄에는 합이 N-1인 4개의 정수가 주어지는데, 차례대로 덧셈(+)의 개수, 뺄셈(-)의 개수, 곱셈(×)의 개수, 나눗셈(÷)의 개수이다. ","첫째 줄에 만들 수 있는 식의 결과의 최댓값을, 둘째 줄에는 최솟값을 출력한다. 연산자를 어떻게 끼워넣어도 항상 -10억보다 크거나 같고, 10억보다 작거나 같은 결과가 나오는 입력만 주어진다. 또한, 앞에서부터 계산했을 때, 중간에 계산되는 식의 결과도 항상 -10억보다 크거나 같고, 10억보다 작거나 같다.","[['2\n5 6\n0 0 1 0', '30\n30'], ['3\n3 4 5\n1 0 1 0', '35\n17'], ['6\n1 2 3 4 5 6\n2 1 1 1', '54\n-24']]","#include <stdio.h>
#include <limits.h> // INT_MAX, INT_MIN 사용을 위한 헤더파일
#define MAX_N 11 // 문제에서 N의 최댓값이 11임을 알 수 있음
#define MAX_OP 4 // 연산자의 개수(덧셈, 뺄셈, 곱셈, 나눗셈)가 4임을 알 수 있음

int N, op[MAX_OP]; // N: 수의 개수, op: 연산자의 개수
int A[MAX_N]; // 주어진 수
int max_res = INT_MIN, min_res = INT_MAX; // 최댓값과 최솟값을 저장하기 위한 변수

void dfs(int idx, int res) { // idx: 현재까지 끼워넣은 연산자의 개수, res: 현재까지 계산한 결과
    if (idx == N - 1) { // 모든 연산자를 다 끼워넣은 경우
        if (res > max_res) max_res = res; // 최댓값 업데이트
        if (res < min_res) min_res = res; // 최솟값 업데이트
        return; // 현재까지 계산한 결과 반환
    }
    for (int i = 0; i < MAX_OP; i++) { // 연산자 종류에 대해 모두 시도해보기
        if (op[i] > 0) { // 해당 연산자를 아직 다 사용하지 않은 경우
            op[i]--; // 해당 연산자 사용 표시(-1)
            if (i == 0) dfs(idx + 1, res + A[idx + 1]); // 덧셈
            else if (i == 1) dfs(idx + 1, res - A[idx + 1]); // 뺄셈
            else if (i == 2) dfs(idx + 1, res * A[idx + 1]); // 곱셈
            else if (i == 3) dfs(idx + 1, res / A[idx + 1]); // 나눗셈
            op[i]++; // 해당 연산자 사용 표시(+1)
        }
    }
}

int main() {
    scanf(""%d"", &N);
    for (int i = 0; i < N; i++) {
        scanf(""%d"", &A[i]);
    }
    for (int i = 0; i < MAX_OP; i++) {
        scanf(""%d"", &op[i]);
    }
    dfs(0, A[0]); // 처음에는 첫 번째 수를 결과에 넣어주기
    printf(""%d\n%d\n"", max_res, min_res); // 최댓값과 최솟값 출력
    return 0;
}"
24,26,분할 정복,1,색종이 만들기,2630,"아래 <그림 1>과 같이 여러개의 정사각형칸들로 이루어진 정사각형 모양의 종이가 주어져 있고, 각 정사각형들은 하얀색으로 칠해져 있거나 파란색으로 칠해져 있다. 주어진 종이를 일정한 규칙에 따라 잘라서 다양한 크기를 가진 정사각형 모양의 하얀색 또는 파란색 색종이를 만들려고 한다.","첫째 줄에는 전체 종이의 한 변의 길이 N이 주어져 있다. N은 2, 4, 8, 16, 32, 64, 128 중 하나이다. 색종이의 각 가로줄의 정사각형칸들의 색이 윗줄부터 차례로 둘째 줄부터 마지막 줄까지 주어진다. 하얀색으로 칠해진 칸은 0, 파란색으로 칠해진 칸은 1로 주어지며, 각 숫자 사이에는 빈칸이 하나씩 있다.","첫째 줄에는 잘라진 햐얀색 색종이의 개수를 출력하고, 둘째 줄에는 파란색 색종이의 개수를 출력한다.","[['8\n1 1 0 0 0 0 1 1\n1 1 0 0 0 0 1 1\n0 0 0 0 1 1 0 0\n0 0 0 0 1 1 0 0\n1 0 0 0 1 1 1 1\n0 1 0 0 1 1 1 1\n0 0 1 1 1 1 1 1\n0 0 1 1 1 1 1 1', '9\n7']]","#define _CRT_SECURE_NO_WARNINGS
#include <stdio.h>

int paper[129][129] = { 0 };
int white_cnt = 0;
int blue_cnt = 0;

void count_paper(int x, int y, int size) {
    int start = paper[x][y];
    if (size == 1) {
        if (start == 0) white_cnt++;
        else blue_cnt++;
        return;
    }
    for (int i = x; i < x + size; i++) {
        for (int j = y; j < y + size; j++) {
            if (paper[i][j] != start) {
                size /= 2;
                count_paper(x, y, size);
                count_paper(x, y + size, size);
                count_paper(x + size, y, size);
                count_paper(x + size, y + size, size);
                return;
            }
        }
    }
    if (start == 0) white_cnt++;
    else blue_cnt++;
}

int main() {
    int n;
    scanf(""%d"", &n);

    for (int i = 0; i < n; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &paper[i][j]);
        }
    }

    count_paper(0, 0, n);

    printf(""%d\n%d"", white_cnt, blue_cnt);

    return 0;
}"
25,26,분할 정복,5,이항 계수 3,11401,"자연수
N
\(N\)과 정수
K
\(K\)가 주어졌을 때 이항 계수
(
N
K
)
\(\binom{N}{K}\)를 1,000,000,007로 나눈 나머지를 구하는 프로그램을 작성하시오.","첫째 줄에
N
\(N\)과
K
\(K\)가 주어진다. (1 ≤
N
\(N\) ≤ 4,000,000, 0 ≤
K
\(K\) ≤
N
\(N\))"," (
N
K
)
\(\binom{N}{K}\)를 1,000,000,007로 나눈 나머지를 출력한다.","[['5 2', '10']]","#include <stdio.h>
#define MOD 1000000007

int main(){
    int n, k;
    int fact[4000001], inv_fact[4000001];
    scanf(""%d %d"", &n, &k);
    fact[0] = fact[1] = 1;
    for(int i=2; i<=n; i++){
        fact[i] = (long long) fact[i-1] * i % MOD;
    }
    inv_fact[0] = inv_fact[1] = 1;
    for(int i=2; i<=n; i++){
        inv_fact[i] = (long long) inv_fact[MOD%i] * (MOD - MOD/i) % MOD;
    }
    for(int i=2; i<=n; i++){
        inv_fact[i] = (long long) inv_fact[i-1] * inv_fact[i] % MOD;
    }
    printf(""%lld\n"", (long long) fact[n] * inv_fact[k] % MOD * inv_fact[n-k] % MOD);
    return 0;
}"
